# 3D point list with one line of data per point:
# POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 8332
16314 -0.00355878125382 0.228638030233 0.620005706839 128 131 119 2.5901514106 194 10189
16313 2.91601235422 1.26227651004 1.45855898672 114 104 94 1.11338894015 194 7164
16311 3.00467205491 1.27064247626 1.37731364711 111 98 89 0.831421172882 194 7141
16310 1.92856685172 1.08541842167 2.30998937844 115 106 94 1.44826366096 194 7333
16309 3.3982875661 1.31981624757 1.0887949609 210 190 155 0.230929810369 194 1581
16308 3.71648542434 1.30733234354 1.10503288513 229 226 220 0.913394748223 194 1346
16306 0.510667344633 0.769852660548 3.88046851947 119 110 101 0.408368378426 194 10142
16305 0.146372483164 0.177215176403 0.749590118921 231 233 231 1.2262071323 194 10076
16304 0.146372483164 0.177215176403 0.749590118921 231 233 231 1.2262071323 194 10075
16303 3.37782215068 1.22666731709 1.49083982397 109 97 85 0.789388648435 194 6984
16302 0.983178331895 0.820532431425 3.57876452581 120 111 99 0.717404098093 194 7414
16301 4.54107051629 1.40548285009 0.627831491425 157 151 127 0.823451478257 194 1016
16300 2.05424698953 0.97953733525 2.66861646072 115 107 96 1.19401652135 194 1881
16298 1.11315223243 0.776930049107 3.69365165302 109 102 96 0.766176528736 194 7327
16297 1.11465836246 0.778537995081 3.69880098925 109 102 96 0.351815768481 194 7326
16296 2.04246235633 0.928636702738 2.89284541794 119 109 100 2.01938736335 194 9960
16295 2.03616307954 0.928043864678 2.88471413141 119 109 100 0.772404679259 194 9959
16291 1.93007205293 0.854544922583 3.19753736347 120 110 100 1.63520501433 194 7139
16290 4.13989368968 1.22663438938 1.39438079217 85 73 64 0.878109146525 194 9793
16289 4.13800689394 1.22612653329 1.39356838058 85 73 64 0.849165153808 194 9792
16288 4.44822153615 1.26497323111 1.15127022993 110 100 91 0.448395966161 194 866
16287 4.44822153615 1.26497323111 1.15127022993 110 100 91 0.448395966161 194 867
16285 3.01285677499 1.01665210419 2.32679055242 195 192 163 0.84798969224 194 9869
16284 3.7059483856 1.13486247674 1.82084978176 101 88 80 0.761260569511 194 9835
16283 0.774530770211 0.638162475341 4.37146477732 102 94 88 0.757398720109 194 10031
16281 1.518556978 0.753581982269 3.68784562455 106 96 87 0.637848230292 194 7180
16280 4.32454090075 1.21612426014 1.37279330417 130 120 110 0.628137174848 194 6665
16279 4.32454090075 1.21612426014 1.37279330417 130 120 110 0.628137174848 194 6666
16278 3.39026653902 1.05233685125 2.19892781512 124 114 104 1.68428211527 194 6840
16277 0.890928861915 0.60659190233 4.4531855896 143 133 126 0.604454289417 194 10009
16276 0.890928861915 0.60659190233 4.4531855896 143 133 126 0.604454289417 194 10008
16274 2.50845650707 0.858308823518 3.09395959797 122 110 99 0.724905802596 194 9885
16273 1.03335043971 0.594903770634 4.39162049152 118 109 100 1.90315606258 194 9981
16271 1.86305406497 0.702921368427 3.79541245514 110 101 94 0.983118291833 194 9918
16270 3.89705328499 1.04581670548 2.11824551848 103 93 83 0.456269883349 194 6660
16269 4.21094134277 1.08852864244 1.90384940286 95 85 75 1.02109676843 194 9729
16267 3.56976803003 0.967967641869 2.51373100974 100 90 81 0.442873822303 194 6710
16266 4.9365878062 1.16886702821 1.44861039765 21 22 8 1.06621265302 194 6458
16265 3.48857179961 0.902237358566 2.73822590313 73 67 55 0.924640480465 194 6681
16264 4.78980105988 1.1164710983 1.73432265686 128 112 93 0.828401448632 194 6463
16263 3.72446072941 0.93229513214 2.61538671165 105 95 86 0.511450039549 194 6637
16262 2.50736244983 0.719385955938 3.60993135809 110 100 91 0.590882031448 194 6852
16261 3.5558172186 0.892661644325 2.75255978422 108 100 90 1.38675637074 194 9754
16260 1.79541343345 0.592914810957 4.26223277044 113 106 96 0.371148901688 194 6976
16259 4.52389199287 1.05302342481 2.05372246082 88 79 70 0.790070698864 194 6493
16257 5.26789751315 1.15979081662 1.51354174536 86 77 68 1.04324393334 194 6353
16256 4.54608987598 1.02775746731 2.14956560503 91 82 72 0.758081139981 194 6472
16255 4.54608987598 1.02775746731 2.14956560503 91 82 72 0.758081139981 194 6473
16254 3.92295048485 0.910729764921 2.6499222133 108 95 86 0.940133847466 194 6554
16253 1.9454506016 0.567820855715 4.32784445017 123 113 104 1.49008952005 194 6914
16252 4.43617205364 0.988706855446 2.33406993006 87 78 69 1.12098538954 194 513
16251 4.83049121744 1.04310242375 2.02395331799 36 33 22 1.00373405513 194 6391
16248 4.45521815561 0.904573635952 2.65014856219 190 186 165 0.547563423914 194 6410
16247 3.74298816543 0.780853086353 3.20949365654 110 100 91 0.708886893405 194 6523
16244 3.31521275761 0.679398783344 3.67828846467 144 133 123 0.704256844475 194 6567
16243 4.18235732961 0.824502860269 3.03451061154 100 87 78 0.0636709561152 194 6436
16242 4.18235732961 0.824502860269 3.03451061154 100 87 78 0.0636709561152 194 6437
16241 1.91939350983 0.423011534104 4.89815773745 104 94 85 0.824434946545 194 9836
16240 4.61227697592 0.863080944385 2.86114539128 130 120 111 0.251975015398 194 6345
16238 2.42235963719 0.381241075496 5.00821039633 153 146 136 0.744493759951 194 9743
16236 4.25325377193 0.651377985227 3.69738507851 93 86 76 0.303449479236 194 6300
16232 1.79635155374 0.163783692167 6.03735025048 134 127 119 0.420106464477 194 9756
16231 4.04195535504 0.560423017072 4.11667347253 136 125 116 0.584733927837 194 9564
16230 2.88231866638 0.30029301049 5.29686604247 139 130 123 0.466538077417 194 9648
16229 2.88231866638 0.30029301049 5.29686604247 139 130 123 0.466538077417 194 9647
16228 2.75865306137 0.267517685996 5.45688809485 96 86 77 1.14513733515 194 9658
16227 3.49158795556 0.370331167958 4.93063346012 105 96 88 0.868229614508 194 9579
16221 3.21264862886 0.0421130673401 6.3654790166 86 77 70 1.0471680802 194 9516
16219 1.95212289943 1.73398926375 -0.141950874713 131 121 109 0.445926724226 194 3498
16218 2.32297602036 1.7018226825 -0.1416317728 96 86 76 0.479022617889 194 3138
16217 2.11521742192 1.63782522005 0.164707242084 118 109 96 0.650577333763 194 3152
16216 1.87395066348 1.58853666405 0.404053668849 141 131 121 0.557408386372 194 3243
16215 1.63157341566 1.49767764202 0.832196301794 121 113 102 0.385930342347 194 3213
16214 2.46824100261 1.62222108869 0.11549886061 94 84 75 0.119875637487 194 2873
16213 2.23536747213 1.57414260293 0.358753190553 114 102 90 1.70407984538 194 2943
16212 2.10849110333 1.55414580235 0.494025561663 113 103 93 0.766384253922 194 2978
16211 2.29551187548 1.55306018147 0.433252750663 98 88 78 0.319385261731 194 7676
16210 2.31934329087 1.54872362122 0.438586312446 154 142 128 0.269335490947 194 2815
16209 2.26901828303 1.53546608777 0.488151413012 117 107 97 0.0969914192961 194 2833
16208 1.96753919531 1.48320112141 0.784017414369 158 148 136 0.297769977256 194 2942
16207 2.75092134925 1.57860900957 0.194610785202 187 179 156 0.26257904067 194 2554
16206 2.57556269368 1.5447518062 0.378759219303 115 101 91 0.385618732824 194 2615
16205 2.44249791313 1.51433189737 0.550906429409 124 109 94 1.61799650382 194 2647
16203 2.56188041176 1.51319018712 0.522196198261 99 87 73 0.361269704354 194 2551
16202 3.14317452513 1.53095310847 0.300220143114 98 88 78 0.701584766114 194 2163
16201 3.03441669623 1.51232378124 0.428710599893 162 150 133 0.309524124847 194 2200
16200 3.17349310748 1.51220668568 0.391407690541 98 86 77 0.677263818048 194 2109
16199 2.56092212197 1.39541778816 1.00162202247 112 100 90 1.53505631742 194 2302
16198 2.35035577719 1.33726974638 1.28790527883 111 101 91 0.760236000765 194 7428
16197 2.8287931466 1.39443109209 0.96589585179 98 88 77 0.826378423844 194 2113
16195 2.28901309181 1.26060215455 1.59050760642 117 106 97 1.0377758692 194 7379
16194 2.1829087589 1.22129217856 1.79227096529 147 137 127 1.8773767269 194 7372
16193 1.46805779011 1.08595170695 2.42413180494 141 131 121 1.45907375496 194 2480
16192 2.10785527632 1.17994058684 1.92204045352 106 97 88 2.10539693624 194 7362
16191 2.06338158496 1.16167134104 2.02236177522 121 113 102 0.451044905321 194 2205
16190 2.74123163886 1.27261801379 1.46173390643 137 127 118 0.437651792307 194 7228
16188 2.88181571775 1.27771618309 1.42702316784 106 96 84 0.653973290922 194 1854
16187 3.36227574034 1.34451810275 1.02506781263 220 218 200 0.938228260835 194 1652
16186 3.36227574034 1.34451810275 1.02506781263 220 218 200 0.938228260835 194 1651
16185 2.90082855556 1.27241084765 1.43185332287 142 132 122 0.202338593735 194 1833
16184 1.55637439232 1.03628450438 2.58061184019 111 103 92 0.712922306384 194 7419
16183 1.75091167604 1.0275931412 2.57265338822 157 150 138 1.62879310934 194 7342
16182 1.69686326794 1.0132367726 2.62754122224 236 230 212 0.503830606486 194 2186
16181 1.73365846423 1.01846047667 2.60445795491 112 102 90 0.418431716447 194 2171
16180 2.28139999613 1.10166019243 2.20540634593 124 114 102 0.502903398902 194 1934
16179 3.31696523175 1.26615362186 1.3650070095 214 210 190 0.295037648016 194 1531
16178 0.890962104634 0.865477960628 3.43024948577 141 130 123 0.308738148888 194 7488
16177 2.01495874078 1.04619880856 2.45858376545 121 111 101 0.385489705329 194 2038
16176 2.84655616526 1.18275164707 1.77608612307 108 95 86 0.670344650069 194 1712
16175 1.51352745682 0.925612016599 3.02392565124 121 113 102 0.741548301694 194 2149
16174 1.54922366694 0.92378731878 3.03111641767 152 143 134 0.238851144753 194 2121
16173 2.80232140087 1.09856127279 2.1274504362 108 98 86 0.809123053351 194 7056
16172 2.00414342103 0.943689255426 2.84103556835 108 99 90 0.24934498481 194 1851
16171 3.48846242442 1.18360377001 1.64268754304 99 89 79 1.11778196108 194 6918
16170 3.10401687711 1.10563407935 2.04129568299 115 105 94 0.346712377536 194 1391
16169 1.3282446173 0.802911621484 3.54393058172 97 88 79 0.557582941709 194 7277
16168 4.12531932513 1.26582249738 1.20165231256 125 116 101 0.653501187584 194 6769
16167 3.81929016854 1.21644564143 1.4655067922 101 92 77 0.198570721981 194 6837
16166 2.76238575408 1.00487220583 2.47078076632 115 105 95 0.684138054433 194 1450
16165 3.61974453422 1.14475510932 1.78210679172 114 102 91 1.93942669824 194 6843
16164 1.96359445144 0.830880974394 3.27281949805 112 102 92 0.623209549064 194 7101
16163 3.3978353442 1.0574888026 2.1737916326 114 104 94 0.414731847498 194 1159
16162 1.83831003062 0.767252075538 3.54974703505 124 117 108 1.49609122508 194 7084
16161 2.65063126313 0.902448918766 2.90105617417 112 104 93 0.286868270942 194 1356
16160 4.23905808897 1.10132237739 1.81514937737 141 128 94 0.367266302578 194 775
16159 4.15974301433 1.08912427372 1.90575233066 96 84 72 0.447179024176 194 800
16158 2.33495352716 0.775366889595 3.44664106059 151 141 132 0.517264409398 194 1355
16157 2.45641041958 0.789313770941 3.37013584249 148 139 132 0.941580271682 194 6930
16156 3.78760961023 0.987195356775 2.38754633135 101 93 80 0.646249282854 194 854
16155 2.26250628193 0.721858552173 3.64468744223 112 103 96 0.744909666295 194 1315
16154 4.0667778992 1.02082795582 2.20410446236 89 87 72 0.627131312373 194 762
16153 3.24171501047 0.87893377285 2.88772623173 119 109 99 0.373011701373 194 1004
16152 5.05771919064 1.17944688052 1.41384601314 67 55 39 1.27856648872 194 417
16151 4.07441315867 1.01406153727 2.24757515055 220 212 191 0.696540581174 194 748
16150 1.73784362254 0.578748842208 4.33300380315 131 124 114 0.408949355475 194 6980
16149 4.34252504513 1.01748685546 2.18715473859 57 51 37 0.828708578727 194 596
16148 4.37173009052 1.01176034732 2.16396329223 125 126 94 0.274248044947 194 564
16146 4.13723102723 0.948011695199 2.48644894621 98 85 77 1.0126769864 194 604
16145 1.73729041235 0.531536371602 4.52752505808 112 105 97 0.395093152002 194 6948
16144 3.0786300062 0.745729724296 3.42439179115 102 95 87 0.316824162062 194 908
16143 5.35358304033 1.12412775232 1.63692621065 34 32 19 0.652811609465 194 6309
16142 3.18575711942 0.756921784776 3.39163148376 107 97 88 0.270715779728 194 864
16141 4.82695040538 0.937945500398 2.45089833886 184 167 147 0.47281872992 194 255
16140 2.78465401559 0.554193979653 4.24845995901 106 97 88 0.300159406259 194 6642
16139 4.51239613606 0.816686070485 3.03762380168 68 58 46 0.44450173117 194 269
16138 5.59588256949 0.997007439865 2.16999133641 193 185 165 0.590462145878 194 4
16137 5.59588256949 0.997007439865 2.16999133641 193 185 165 0.590462145878 194 3
16136 3.29797570886 0.499583788766 4.4106013233 100 90 81 1.06825882882 194 6470
16135 4.54065946392 0.714108602712 3.4537203412 83 76 64 0.673986961399 194 143
16130 -0.294458611511 1.27350645231 1.30447258932 37 39 36 1.15068470481 194 13462
16124 0.135542852402 1.23834206524 0.181759251265 44 44 44 1.06922597465 194 11883
16106 -0.348261812561 1.20002140999 1.8105134709 83 78 40 1.42897044548 194 13522
16104 -0.257156318688 0.372158684756 1.28352836408 112 103 98 1.89730486121 194 13481
16094 3.29715650077 1.35326207721 1.05564002025 105 98 90 1.30322474553 194 13338
16081 -0.748615574252 1.34441372139 1.36465657985 115 117 70 1.77383055651 194 13422
16075 3.20092410434 1.62656103358 -0.0288884131641 92 83 76 0.313127325811 194 13230
16064 2.2926155015 0.474482064212 4.6388977348 102 97 91 1.20725482657 194 13218
16053 0.0503037641016 1.19715702285 0.309383215062 29 30 25 1.14347486387 194 12925
16049 2.97257221959 1.61300062748 0.0131951281971 99 89 80 0.936648739974 194 13051
16048 -0.0889832855223 0.603793086333 0.787449959718 21 23 22 2.15228271997 1 10026
16043 5.16711391276 1.11898101511 1.62046492771 69 62 56 1.82496188328 194 13026
16042 3.13233628082 0.794718482135 3.22132292581 114 104 95 1.45153917918 194 13038
16021 2.31854279104 1.81468504233 -0.589881638666 95 86 79 0.278784845796 194 12777
16013 0.184973554443 0.690903797748 0.109056365077 120 118 121 1.45363396544 1 8064
16008 -0.0650888290376 0.397836650161 0.961055224844 18 19 13 1.41119279149 194 12747
16003 0.149558153202 0.171562439696 0.758102053722 238 238 236 0.940332257927 194 13050
16000 5.66256772962 1.07880273115 1.80096951835 21 17 8 0.966904705475 194 12139
15970 -0.204420626261 1.37884529538 0.947536236832 216 216 215 1.15814171532 194 11963
15969 -0.204926628236 1.37840209902 0.94644205472 216 216 215 1.20848857964 194 11962
15967 -0.190216172976 1.33388863051 1.03288491479 184 178 156 1.20539447577 194 12937
15965 -0.279639677842 1.30414665545 1.23189030544 135 129 117 0.713374476654 194 11894
15956 0.234029010205 0.887416051955 -0.0330064872211 50 49 45 1.44813415647 1 8140
15955 2.81018270629 1.65979081331 -0.119608857174 90 80 71 0.751141629472 194 12291
15954 3.12449757599 1.63707831197 -0.0929914660463 100 93 85 1.34452809373 194 11505
15953 3.02257500128 1.62059378801 -0.0357821780305 95 85 75 0.987882220195 194 12272
15952 3.07181805602 1.61505011026 -0.0541598451029 189 187 163 2.07112437794 194 12726
15950 3.06503285843 1.49338945308 0.536268943661 99 88 82 1.36633424829 194 12249
15945 0.254466925536 0.509853474101 -0.0520490161511 111 113 79 1.86936441614 194 12319
15943 2.78512304308 1.28257290995 1.43915196974 113 103 94 1.41244942624 194 12242
15939 3.12239080043 1.164577787 1.80559824043 108 100 89 1.37286162087 194 11416
15937 4.13327080578 1.29088271912 1.11192889833 90 81 74 1.16907895139 194 12213
15933 1.94896755142 0.83697642389 3.30788756678 139 130 125 0.700526558074 194 12239
15932 4.02475368657 1.12657668173 1.79989411778 92 82 73 1.0528234864 194 12199
15931 4.95723253202 1.18382895066 1.41296494511 46 42 33 1.60924076661 194 11309
15911 0.50484342927 1.87264860207 -0.958683931322 33 35 11 1.70531918467 1 3806
15889 0.206336647052 1.2769002256 -0.2609650827 113 112 104 1.42957952685 1 8323
15881 -0.377860643721 1.36418603693 1.27780984351 130 130 76 1.89144622028 194 12572
15876 -0.196698257322 1.32009967056 1.11678481936 43 49 21 0.871834290679 194 11886
15874 -0.332681324719 1.23463214603 1.57091688119 69 68 38 1.59689739492 194 12504
15870 2.86585532962 1.68966338393 -0.238472876796 98 89 81 0.983091222808 194 11551
15868 2.93881867269 1.64696154932 -0.10605255969 66 59 51 0.808291897323 194 11527
15866 2.9844203235 1.62238824763 -0.0105551521586 94 86 78 0.754546553537 194 11514
15865 3.04619019496 1.62181643112 -0.0802405242489 58 55 46 0.980528651654 194 11510
15864 3.07489293691 1.61293692998 -0.010669141531 188 182 158 1.18963642688 194 11504
15863 2.423905234 1.51113932617 0.58725511444 118 108 98 0.829552770843 194 11539
15861 -0.0598666956108 0.740904459683 0.678416567866 28 28 26 0.514111686942 194 11699
15860 3.1056226122 1.57117155171 0.176663156917 95 86 78 1.33226849992 194 11481
15858 2.86722153056 1.51440930823 0.460451073692 106 96 86 0.926602156767 194 11494
15857 2.96791534293 1.51022898657 0.443399756718 97 87 78 0.938077731163 194 11476
15855 2.15658653187 1.34452334977 1.31316152946 108 99 90 0.934445589234 194 12276
15853 -0.130629324527 0.570332918526 0.808829708347 42 47 43 1.7658398822 194 12789
15850 2.17908009007 1.25628045048 1.65496181118 142 133 126 1.67685942846 194 11488
15848 3.92053608175 1.4941344637 0.322037262605 191 185 161 0.629345591051 194 9923
15847 3.92315865005 1.49576872829 0.323059801998 191 185 161 1.30015913129 194 9922
15840 4.30107484935 1.41117305297 0.575269545468 77 69 59 2.30903190725 194 11387
15837 -0.0283055722228 0.311789240762 0.646186731235 240 242 237 1.53020967746 194 11576
15834 4.20930593276 1.19819116549 1.46135785238 88 77 71 1.41686425882 194 9769
15830 2.94953879492 0.977968631745 2.55077533741 144 135 128 1.08238303262 194 11404
15829 4.18789866948 1.151523091 1.69070679755 96 86 77 2.23297319283 194 9759
15827 3.01026152886 0.970864780414 2.55351129586 107 98 91 1.45806590282 194 11399
15813 5.29633131267 1.11188000274 1.8038379729 69 60 52 1.11372259456 194 11284
15812 5.19510426203 1.09110725333 1.85773259756 72 65 55 1.10721797542 194 11287
15811 5.34202403718 1.09895696296 1.69754341419 121 115 85 1.61752763057 194 11283
15809 2.45781979837 0.660749055239 3.86506052268 111 102 95 1.49205473016 194 11385
15807 4.13946741789 0.882219999936 2.78391044104 103 94 87 1.87294893631 194 11312
15806 4.75362632187 0.966802686301 2.41581938313 89 79 70 0.861083729283 194 11293
15804 1.58746463036 0.428929494219 4.97923527487 101 94 87 1.48090391812 194 12219
15800 1.82393919732 0.434286388973 4.91007622184 106 101 95 1.12789202618 194 11389
15790 4.1111315546 0.46963789999 4.48780676146 91 82 75 1.44280677347 194 9525
15771 3.08720490697 -0.546616952827 8.30584573656 4 5 0 1.37286591221 1 2883
15761 0.615850728317 1.72785869865 -0.79491391458 117 123 69 1.2341987416 194 11192
15749 0.449752151473 1.32288567083 -0.631630906106 69 70 62 1.62957064697 194 11964 1 3145
15744 -0.351808056494 1.45237920525 0.839706665376 66 70 33 2.13538468988 194 12056
15737 -0.205853813801 1.33071998203 1.09536159817 28 34 8 1.1790621311 194 10859
15735 -0.319199241097 1.32742845472 1.34924793849 40 38 19 1.01825186692 194 10855
15731 0.0988254396101 1.19796723251 0.555892490574 51 52 44 0.662194337094 194 10721 1 6607
15728 2.20046783644 1.72280635504 -0.197128929915 97 87 78 0.326932701447 194 10345
15725 0.146082079344 1.10687495691 0.358997431725 198 197 193 0.935640144733 194 10688
15715 0.466833372092 0.822432366109 -0.656795855901 124 128 131 1.66211801497 194 10542
15712 0.287815696021 0.836143911449 -0.197479996757 77 77 77 1.11034691632 194 8162
15708 2.64606799512 1.64874782397 -0.0506874945813 104 95 88 1.49022934595 194 10216
15706 3.04784046458 1.69183294952 -0.276145566921 87 78 71 0.628187001264 194 10150
15705 0.23688736659 0.793154132337 -0.163042221312 250 249 244 1.69743988161 194 11720
15702 2.96505441209 1.6437309658 -0.113737910698 167 165 135 0.965625310522 194 10141
15699 3.0685188995 1.64211506155 -0.111900847972 169 172 145 0.728230607341 194 10120
15698 2.92723870965 1.61493135149 0.0228043217656 100 93 83 0.652270299258 194 10130
15697 2.63385349124 1.53869465533 0.408359162971 133 124 114 1.57430793002 194 10148
15693 3.40796842287 1.54628743914 0.230335886958 112 103 94 0.635780886701 194 7247
15692 3.20317894237 1.51241119496 0.394318441936 121 111 102 0.335718025213 194 7295
15691 3.43669360476 1.54199612823 0.254836785247 93 85 75 1.99777981112 194 11460
15690 3.21971148178 1.48189808442 0.538463496012 105 95 85 1.06938053574 194 10011
15689 2.83329646782 1.4175005708 0.860407362602 103 93 83 1.5542892058 194 10038
15688 3.3688596396 1.45770321714 0.57984848069 130 123 115 0.586521940439 194 7188
15687 3.40702394499 1.45266845837 0.600749611077 88 79 72 0.593869585934 194 9964
15686 3.40897847216 1.45323864106 0.602030699261 88 79 72 0.609051442279 194 9963
15682 4.06829726578 1.49907746338 0.270764521655 178 177 156 0.914846738233 194 9895
15680 4.10088371606 1.48198929337 0.312437586674 167 161 142 0.774745358059 194 6967
15679 4.10241906013 1.48284316225 0.313066092851 167 161 142 0.602490205005 194 6968
15673 4.25871964403 1.41449923306 0.59891607345 60 53 43 0.56816464014 194 9846
15669 4.38888082484 1.38127727512 0.71623768136 77 70 61 0.717330495436 194 9822
15668 4.59662415516 1.40338317506 0.594469237944 61 54 44 0.961085213779 194 9790
15667 0.39300493782 0.780840732281 3.93549748304 103 96 89 1.44153345843 194 10168
15665 3.96494087733 1.26430983388 1.2587759922 80 71 64 1.16314716763 194 9840
15662 3.7691293983 1.14742628933 1.72953270597 100 92 81 1.07161076304 194 6788
15660 4.9766837909 1.29292095233 1.0187808152 44 37 29 1.35448422044 194 6528
15659 5.00200766154 1.24145079567 1.2357802024 55 48 38 0.897430906814 194 9673
15658 5.08507508295 1.23856083472 1.2288799111 49 39 27 0.80573935737 194 9650
15650 5.34913798833 1.21409374699 1.28608792133 139 137 116 1.07989610851 194 9599
15649 4.78718762549 1.11586644174 1.73238200659 128 113 94 0.899748085155 194 6464
15648 3.58260164923 0.91739150574 2.66073845516 97 87 78 1.1531263322 194 9760
15646 5.5216387537 1.1759895169 1.47228615389 46 42 32 1.31466864626 194 6290
15644 4.82164460483 1.02959297085 2.08840143842 58 51 41 0.43256514677 194 6385
15643 4.77882760686 1.01430219316 2.09334049575 170 166 142 1.15929672357 194 6384
15642 4.08570491334 0.910843578448 2.69450948882 101 92 85 0.987261568798 194 9695
15640 3.74731333465 0.828292923362 3.05913285059 96 89 82 1.21816413163 194 6548
15638 2.40803054198 0.571781663802 4.23472334632 106 99 91 0.620868538831 194 9812
15636 1.59766582162 0.35266908791 5.28070229708 101 95 91 0.592885586477 194 11391
15635 1.84733485034 0.360444321709 5.20697039823 100 93 87 0.797859063854 194 11379
15633 2.41491896846 0.432407889836 4.79887420424 145 138 130 0.455556604002 194 9762
15632 1.85221857786 0.340995656196 5.25339430613 131 124 118 0.86739634553 194 11374
15628 2.54723131353 0.429794373536 4.76518597775 104 97 89 0.953253990624 194 9740
15627 3.02904694921 0.489442513141 4.45143270288 98 89 81 1.94921509668 194 11319
15622 2.88039818329 0.38993502922 4.91662587818 102 95 87 1.4014719923 194 6518
15617 4.1089788907 0.49506610674 4.37643424191 113 104 97 0.814580164353 194 9531
15616 2.90538293077 0.224532049075 5.65647173112 104 97 91 1.64018256074 194 9623
15614 2.97767834643 0.215637983073 5.67064482588 95 89 83 1.22270952286 194 9609
15613 3.36234499615 0.248757794474 5.46316597934 129 123 118 1.16599710549 194 9561
15612 3.36376558827 0.249061554511 5.46646460234 129 123 118 0.713021936651 194 9560
15595 1.96767299163 -0.59827991619 9.06632750088 53 56 47 1.00082364656 1 2951
15589 -4.52841931446 -9.20977616864 18.8478331554 153 153 153 2.17732191834 40 10051
15588 -13.8490250519 -6.29102948601 30.3967972825 66 70 54 1.63625257998 40 3682
15579 -4.22572146752 -14.4884758727 22.369716369 70 73 60 1.73891625066 40 5146
15577 -5.66332601686 -4.50892770039 5.52515735146 150 155 129 1.28342650549 40 1300
15573 -6.39007964526 -8.78779997486 20.720412342 0 0 0 0.900011860189 40 10325
15541 -7.61109808086 -7.50286398563 20.6301085802 251 253 250 2.68466489923 40 9203
15522 -14.0448512946 -8.86682096601 32.7851427831 0 0 0 1.77039116271 40 7700
15498 -7.53979948387 -4.77433423416 23.3220473112 19 19 14 0.715774906012 40 6266
15477 -0.469021204979 -13.8918898552 17.8901594844 49 53 41 1.89389669002 40 1212
15426 -3.803462922 -15.8706168767 21.5268264549 109 111 98 0.800575600833 40 1333
15403 -3.9724378861 -16.0884378438 20.9850058103 87 92 84 2.68313232197 40 4918
15381 2.28878635729 -18.1256471747 18.3156980506 100 103 96 1.85951249023 40 9979
15335 -0.00917033606735 0.47426256788 0.696132227637 16 18 13 1.12839416367 1 9993
15317 -2.48214460861 -16.0610079502 19.2934639286 58 65 57 1.71413690399 40 8222
15246 -3.58973768668 -16.1144517072 21.7637978321 66 73 55 0.261824818801 40 4969
15106 13.072686216 -8.71999495684 14.3461644185 111 117 99 1.03362682666 1 262
15044 0.226541031893 1.27662179205 -0.274632792774 20 21 15 1.63917126758 1 3180
14924 2.28419354128 -1.65931830782 8.34201736447 66 80 46 1.174194914 1 6015
14922 2.86419456356 -1.73290092573 8.15532139121 16 19 8 1.84491302286 1 8012
14848 2.2403787872 -1.63860186244 8.37420964667 82 96 62 0.987868469018 1 2215
14818 6.19485474114 -2.19693914078 7.33226138331 54 63 46 1.21382220273 1 1848
14768 -3.707904729 -14.6542184007 22.5790449815 61 67 53 2.0405178233 40 9081
14763 -5.0416584977 -9.29089091057 21.5774732651 71 71 57 1.76830386665 40 10327
14751 -3.16574416529 -16.0732117852 20.4982813351 62 68 58 1.66162297713 40 10006
14745 5.32333819177 -17.4862418621 17.8641835899 255 255 255 1.86123432048 40 9983
14729 -2.59664933498 -16.2582257748 21.8857584429 65 71 57 1.05066967638 40 9806
14728 -1.42144848871 -16.6262005054 19.4497379444 111 117 89 1.92479635054 40 9467
14719 -2.14923559383 -10.8125748737 20.6298376147 255 255 253 2.39367937147 40 8463
14712 5.11547513827 -19.5014564517 19.4609468773 255 255 255 0.255739851 40 8923
14695 -2.63909036709 -16.864158034 21.1020292876 72 79 72 1.53511835176 40 9006
14694 3.63226829434 -6.75142628242 6.67871667213 105 92 83 2.04585569313 40 8967
14693 3.97336668411 -6.76536953142 6.57779984547 132 122 122 1.80705797509 40 8966
14692 -0.428771043962 -16.0145617463 17.8904956991 120 126 114 1.02349526044 40 8179
14674 -3.10465014052 -11.6487213653 22.043528768 76 82 72 1.6998002206 40 7319
14673 5.65419811029 -5.78828410654 8.95485205241 255 255 255 0.785119415378 40 8407
14671 -3.74890986021 -13.5614977635 19.9410334595 58 63 57 0.789081466798 40 8342
14669 -3.63045441683 -16.5495983408 21.3411217599 100 104 90 1.30814278334 40 8258
14668 -1.51578279159 -15.5365838644 19.3770037848 99 109 82 1.11391218392 40 8241
14666 -2.83964519821 -16.1649105474 20.1348437501 78 84 70 1.5572740447 40 8236
14665 2.5446657257 -18.7857286228 22.5735323133 72 78 65 1.96202069193 40 6930
14663 -2.06234508803 -17.449082643 20.482469351 107 115 91 1.39961817615 40 6901
14661 -0.578800442483 -16.0139935166 17.983179795 253 255 254 1.23725146551 40 6869
14635 -5.26603752395 -5.9131372131 20.3576374051 21 22 17 0.251427036846 40 5992
14622 10.806915448 -11.6565775686 18.0698206305 125 127 106 2.02326941461 40 7204
14615 -3.73321297078 -16.1738826244 21.0371664073 82 85 74 1.05138628481 40 4919
14613 3.82313601885 -6.62367744936 6.67111608811 255 255 255 1.20103273887 40 6892
14611 -2.12842488989 -16.4905449812 20.7010318496 73 75 61 1.90436102749 40 4876
14610 -3.0420325931 -16.3727809493 20.5429965957 64 69 62 1.19204385569 40 6979
14608 5.32732038511 -16.2928351412 17.9678391957 105 113 102 1.50567863661 40 4668
